P_bars,H2OT_m_wtpc,CO2T_m_ppmw,ST_m_ppmw,Fe3Fet_m,S6St_m,logfO2,dFMQ,vapor_wt,O2_v_mf,CO2_v_mf,CO_v_mf,H2O_v_mf,H2_v_mf,S2_v_mf,SO2_v_mf,H2S_v_mf,CH4_v_mf,OCS_v_mf,CS_v_mf,H2OT_m_wtpc_norm,CO2T_m_ppmw_norm,ST_m_ppmw_norm,SUM_v_mf,XO2_BYDIFF_v_mf
2068.1,0.200046399,1100.018439,1407.622745,0.102240883,0.708107408,-10.05806511,-0.392023526,0.0001,2.74247945709442e-14,0.935035031570617,0.0606920103683776,0.0037338350507697,9.07083961659101e-05,7.05202220833229e-05,0.0001371261288339,0.0002407657821607,2.48096446988149e-09,,1918.7993088435594,1.0,1.0,1.0,0.9999999999999999,2.7533531010703882e-14
2066.1,0.200045079,1098.36375,1407.622056,0.10223731,0.7080943,-10.05814565,-0.392104064,0.000101621,2.74575236629967e-14,0.935025412048136,0.0606970185474619,0.0037376284779895,9.08266402015204e-05,7.06273446467381e-05,0.000137314087144,0.0002411703725348,2.4818578225043904e-09,,1915.8118741803098,0.9999934015308117,0.9984957624878504,0.99999951052226,0.9999999999999998,2.7644553313166398e-14
2064.1,0.200043758,1096.710548,1407.621366,0.102233736,0.708081186,-10.05822623,-0.392184641,0.000103241,2.7490314632656003e-14,0.935015781181784,0.0607020293095746,0.0037414288969523,9.09451276121756e-05,7.07346999199548e-05,0.0001375024214287,0.0002415758799487,2.4827518837114e-09,,1912.8272214930687,0.9999867980627833,0.996992876771223,0.9999990203341025,0.9999999999999998,2.7755575615628914e-14
2062.1,0.200042437,1095.058831,1407.620675,0.10223016,0.708068065,-10.05830684,-0.392265255,0.00010486,2.7523167659378e-14,0.935006138945507,0.0607070426545486,0.0037452363291069,9.10638591104542e-05,7.08422884666072e-05,0.0001376911326542,0.0002419823069322,2.4836466537483404e-09,,1909.8453510520476,0.9999801945947548,0.9954913410319662,0.9999985294355271,1.0000000000000002,2.731148640577885e-14
2060.1,0.200041114,1093.408599,1407.619982,0.102226582,0.708054938,-10.05838749,-0.392345907,0.000106477,2.7556082924003702e-14,0.934996485313372,0.0607120585814726,0.003749050796059,9.11828354106075e-05,7.09501109742824e-05,0.000137880221912,0.0002423896562297,2.4845421327398604e-09,,1906.8662610273236,0.9999735811290459,0.9939911552700801,0.9999980371161167,0.9999999999999998,2.7755575615628914e-14
2058.1,0.200039791,1091.759851,1407.619287,0.102223003,0.708041805,-10.05846818,-0.392426597,0.000108093,2.7589060607271503e-14,0.934986820258436,0.060717077090264,0.0037528723195695,9.13020572308455e-05,7.10581681352413e-05,0.0001380696902959,0.0002427979306028,2.48543832094527e-09,,1903.88994955735,0.9999669676633368,0.992492318576489,0.999997543375871,1.0000000000000004,2.7422508708241367e-14
2056.18,0.20003852,1090.178446,1407.617894,0.102219564,0.70802922,-10.0585457,-0.392504115,0.000109642,2.7620776837526503e-14,0.934977530908462,0.0607218986398286,0.003756547650816,9.14167441122626e-05,7.11617879139934e-05,0.0001382516045763,0.0002431901779636,2.4862995641471404e-09,,1901.041021760783,0.9999606141373232,0.9910547017657765,0.9999965537641267,1.0,2.7644553313166398e-14
2054.26,0.200037248,1088.598407,1407.617949,0.102216126,0.708016571,-10.05862322,-0.392581628,0.00011119,2.7652553403847e-14,0.934968231240788,0.0607267198565011,0.0037602295061833,9.15316539996846e-05,7.12662982119031e-05,0.0001384345364223,0.0002435844207047,2.48716099004674e-09,,1898.183213536152,0.9999542556124691,0.98961832675243,0.9999965928370957,0.9999999999999996,2.808864252301646e-14
2052.34,0.200035975,1087.019731,1407.617278,0.102212685,0.708003946,-10.05870078,-0.392659196,0.000112737,2.7684386746940702e-14,0.934958920846105,0.0607315448053906,0.0037639179338591,9.16467943865367e-05,7.13706901240639e-05,0.0001386174875474,0.0002439789545362,2.4880233054438304e-09,,1895.3336801833852,0.9999478920887748,0.9881831908092226,0.9999961161468729,0.9999999999999999,2.7755575615628914e-14
2050.42,0.200034702,1085.442418,1407.616605,0.102209243,0.707991315,-10.05877839,-0.392736799,0.000114283,2.77162782706e-14,0.934949599829323,0.06073637213022,0.0037676129442415,9.17621636327986e-05,7.14753007819196e-05,0.0001388007920294,0.0002443743508573,2.4888862748626104e-09,,1892.486701041928,0.9999415285650806,0.9867492939361538,0.9999956380358148,1.0,2.7644553313166398e-14
2048.5,0.200033427,1083.866467,1407.615931,0.1022058,0.707978678,-10.05885602,-0.392814437,0.000115827,2.7748228143030304e-14,0.934940268171119,0.0607412018255096,0.0037713145574176,9.18777623780977e-05,7.15801308017177e-05,0.0001389844508729,0.000244770612123,2.48974989764681e-09,,1889.6422745789203,0.9999351550437057,0.9853166352241484,0.9999951592143391,0.9999999999999994,2.8310687127941492e-14
2046.6568,0.200032204,1082.354834,1407.614613,0.102202492,0.707966568,-10.0589306,-0.392889017,0.000117308,2.7778954068945403e-14,0.9349312997936,0.0607458416573877,0.0037748743467226,9.1988955584658e-05,7.16806607280415e-05,0.0001391607880118,0.0002451513073576,2.4905797826424803e-09,,1886.9192803602366,0.9999290414620259,0.9839424464411183,0.9999942228839163,1.0,2.7755575615628914e-14
2044.8136,0.200030979,1080.844454,1407.614633,0.102199184,0.707954399,-10.05900519,-0.392963599,0.000118788,2.7809735997214403e-14,0.934922321400228,0.0607504815504879,0.0037784402375289,9.21003577782345e-05,7.17820218147665e-05,0.000139338072666,0.0002455338680579,2.49140989641485e-09,,1884.188122919713,0.9999229178826657,0.9825693967299034,0.9999942370922686,0.9999999999999993,2.842170943040401e-14
2042.9704,0.200029753,1079.335327,1407.613982,0.102195874,0.707942251,-10.05907981,-0.393038227,0.000120267,2.78405712483828e-14,0.934913333288899,0.0607551246147522,0.0037820122791885,9.22119749734995e-05,7.18832726299178e-05,0.0001395153771759,0.0002459167001118,2.49224078766878e-09,,1881.4645729854587,0.9999167893044653,0.9811974860905037,0.9999937746103983,0.9999999999999994,2.842170943040401e-14
2041.1272,0.200028527,1077.82745,1407.61333,0.102192562,0.707930098,-10.05915447,-0.393112888,0.000121745,2.78714608107581e-14,0.934904335227688,0.0607597699156878,0.0037855904790658,9.23238060874043e-05,7.19847279857134e-05,0.0001396930116885,0.0002463003386965,2.4930722904105703e-09,,1878.743367825729,0.9999106607262648,0.979826711795692,0.9999933114181101,0.9999999999999999,2.7977620220553945e-14
2039.284,0.2000273,1076.320824,1407.612676,0.102189249,0.70791794,-10.05922917,-0.39318758,0.000123221,2.7902404882627502e-14,0.934895327246638,0.0607644174004304,0.0037891748561982,9.24358516272811e-05,7.20863883160044e-05,0.0001398709772254,0.0002466847856323,2.4939043962565904e-09,,1876.024507930724,0.999904527149224,0.9784570747545441,0.9999928468049869,1.0,2.786659791809143e-14
2037.514528,0.200026121,1074.875639,1407.611427,0.102186067,0.707906289,-10.05930091,-0.393259327,0.000124637,2.79321618442449e-14,0.934886670447912,0.0607688818883261,0.0037926216977604,9.25436191454099e-05,7.2183882937614e-05,0.0001400418486624,0.0002470541205237,2.49470393669723e-09,,1873.4214380893716,0.9998986335165173,0.9771432922316678,0.9999919594933798,0.9999999999999996,2.842170943040401e-14
2035.745056,0.200024942,1073.431604,1407.611417,0.102182885,0.707894581,-10.05937267,-0.39333108,0.000126052,2.79619708424372e-14,0.934878004031563,0.0607733466917775,0.0037960742457745,9.26515822883758e-05,7.2282152814079e-05,0.000140213602265,0.000247425197986,2.49550373074257e-09,,1870.8108656639756,0.9998927398838107,0.9758305551458125,0.9999919523892037,1.0000000000000002,2.786659791809143e-14
2033.975584,0.200023762,1071.988719,1407.610786,0.102179701,0.707882895,-10.05944446,-0.393402874,0.000127466,2.79918297090709e-14,0.934869328628732,0.0607778143543609,0.0037995325486624,9.27597461500258e-05,7.23803204428111e-05,0.0001403853756035,0.0002477965297161,2.4963042321829104e-09,,1868.2072815706474,0.9998868412522636,0.9745188634969781,0.9999915041156855,0.9999999999999998,2.8199664825478976e-14
2032.206112,0.200022581,1070.546983,1407.610153,0.102176516,0.707871203,-10.05951628,-0.393474697,0.000128879,2.8021739342685904e-14,0.934860644001269,0.0607822840277383,0.0038029966134079,9.28681097293346e-05,7.24786790002166e-05,0.0001405574572211,0.0002481686145002,2.49710528993867e-09,,1865.605853727272,0.9998809376218764,0.9732082163760893,0.9999910544213323,0.9999999999999992,2.8754776337791554e-14
2030.43664,0.2000214,1069.106395,1407.609519,0.102173329,0.707859507,-10.05958814,-0.393546549,0.000130291,2.8051699877807403e-14,0.934851950130134,0.0607867557094216,0.0038064664577099,9.29766735481719e-05,7.25772289873401e-05,0.0001407298479243,0.0002485414543393,2.4979069038009404e-09,,1863.006580920697,0.999875033991489,0.9718986128740703,0.9999906040165614,0.9999999999999996,2.853273173286652e-14
2028.737947,0.200020265,1067.724508,1407.608336,0.102170267,0.707848292,-10.05965718,-0.393615598,0.000131645,2.80805072041057e-14,0.934843593379253,0.0607910533178333,0.0038098029568503,9.30810881932005e-05,7.26717503614025e-05,0.0001408953614843,0.0002488996473189,2.49867746219408e-09,,1860.5176631329332,0.9998693603077553,0.9706423730229854,0.9999897635925172,1.0,2.808864252301646e-14
2027.039254,0.20001913,1066.343682,1407.608298,0.102167208,0.707837036,-10.05972617,-0.393684588,0.000132998,2.8109367275074703e-14,0.934835231902144,0.060795346971069,0.0038131448261999,9.31856793295573e-05,7.27669834599651e-05,0.0001410617074457,0.0002492594308756,2.4994475625389304e-09,,1858.022013104549,0.9998636866240216,0.9693870977011868,0.9999897365966477,0.9999999999999993,2.8754776337791554e-14
2025.340561,0.200017994,1064.96391,1407.607686,0.102164145,0.707825794,-10.05979523,-0.393753648,0.00013435,2.8138271818770304e-14,0.93482685993118,0.0607996453770249,0.0038164920658721,9.32904609307421e-05,7.28621271520402e-05,0.0001412280673744,0.0002496194702194,2.50021866120483e-09,,1855.5327038099495,0.9998580079414475,0.9681327805451451,0.9999893018210644,1.0000000000000002,2.7755575615628914e-14
2023.641868,0.200016858,1063.585194,1407.607073,0.102161081,0.707814548,-10.05986432,-0.393822734,0.000135701,2.8167223751916504e-14,0.934818479363522,0.0608039456313743,0.0038198446983024,9.33954289644051e-05,7.29574490862379e-05,0.0001413947150448,0.000249980212687,2.50099027270079e-09,,1853.0453760597877,0.9998523292588735,0.9668794233730114,0.9999888663350633,0.9999999999999996,2.864375403532904e-14
2021.943174,0.200015721,1062.207532,1407.606459,0.102158017,0.707803297,-10.05993343,-0.393891848,0.000137051,2.81962231940672e-14,0.934810090179109,0.06080824773333,0.0038232027408826,9.35005839023714e-05,7.30529497166378e-05,0.0001415616511779,0.0002503416600903,2.50176239708279e-09,,1850.56002873274,0.9998466455774593,0.9656270243666343,0.999988430138645,0.9999999999999992,2.8976820942716586e-14
2020.312429,0.200014628,1060.885968,1407.605338,0.102155073,0.707792514,-10.05999982,-0.393958232,0.000138346,2.82241068126278e-14,0.934802028641828,0.0608123802063077,0.0038264315773023,9.36017102272371e-05,7.31445453108884e-05,0.0001417219330055,0.0002506888834858,2.5025042473785204e-09,,1848.1800315990288,0.9998411818450178,0.9644256226872212,0.9999876337604933,1.0,2.8199664825478976e-14
2018.681684,0.200013535,1059.565374,1407.605276,0.102152129,0.707781683,-10.06006621,-0.394024622,0.00013964,2.82520357351774e-14,0.93479395870984,0.0608165129501044,0.0038296654144618,9.37030070558287e-05,7.32368135405267e-05,0.0001418829798224,0.0002510376219009,2.50324631460438e-09,,1845.793708935499,0.9998357181125763,0.9632251028112085,0.9999875897146008,1.0000000000000004,2.786659791809143e-14
2017.050938,0.200012442,1058.245751,1407.604683,0.102149183,0.707770869,-10.06013263,-0.394091046,0.000140933,2.8280008114027104e-14,0.934785880987098,0.0608206481100995,0.0038329042965756,9.38044787161614e-05,7.33289941199948e-05,0.0001420440455168,0.0002513865838561,2.50398898265433e-09,,1843.413282808324,0.9998302543801351,0.9620254656476718,0.9999871684369522,0.9999999999999996,2.8754776337791554e-14
2015.420193,0.200011348,1056.927097,1407.604088,0.102146237,0.707760052,-10.06019908,-0.394157494,0.000142225,2.8308024706494803e-14,0.934777795244424,0.060824784971439,0.0038361482323392,9.39061243310077e-05,7.34213410270375e-05,0.0001422053796538,0.0002517362020255,2.5047321238437803e-09,,1841.034677761002,0.9998247856488534,0.9608267093784598,0.9999867457384686,0.9999999999999999,2.842170943040401e-14
2013.789447,0.200010253,1055.609411,1407.603493,0.102143289,0.70774923,-10.06026555,-0.394223968,0.000143517,2.8336085579497903e-14,0.934769701419862,0.0608289235741402,0.0038393972401856,9.400794438478e-05,7.35138547721441e-05,0.0001423669827768,0.0002520864783745,2.5054757448965804e-09,,1838.6578913178628,0.9998193119187313,0.9596288330944969,0.9999863230399848,1.0,2.8310687127941492e-14
2011.832553,0.200008939,1054.029467,1407.602777,0.102139751,0.707736239,-10.06034536,-0.394303769,0.000145065,2.8369817322280204e-14,0.934759978225257,0.0608338921008942,0.0038433027736163,9.41303591704745e-05,7.36250917716841e-05,0.000142561262681,0.0002525076802125,2.50636870831765e-09,,1835.8081511410933,0.999812743442585,0.9581925444433392,0.9999858143809691,1.0000000000000002,2.8199664825478976e-14
2009.875658,0.200007624,1052.450915,1407.60206,0.102136211,0.707723242,-10.06042519,-0.394383605,0.000146612,2.8403613243135703e-14,0.934750243391851,0.0608388630597153,0.0038472156777821,9.42530263931638e-05,7.37365702006566e-05,0.0001427559322364,0.0002529298345304,2.50726235103959e-09,,1832.961028199955,0.9998061699675983,0.9567575212255146,0.9999853050115356,1.0,2.842170943040401e-14
2007.918764,0.200006308,1050.873755,1407.601341,0.102132669,0.707710239,-10.06050506,-0.394463476,0.000148157,2.84374735723818e-14,0.934740496916821,0.0608438364058046,0.0038511359955273,9.43759467309034e-05,7.38482905999403e-05,0.0001429509926227,0.0002533529437086,2.50815666612657e-09,,1830.1165233242964,0.9997995914937713,0.9553237634410237,0.9999847942212671,1.0000000000000002,2.808864252301646e-14
2005.96187,0.200004991,1049.297986,1407.60062,0.102129126,0.70769723,-10.06058497,-0.394543383,0.000149701,2.84713983892291e-14,0.93473073863687,0.060848812246383,0.0038550637763999,9.44991210893033e-05,7.39602539644538e-05,0.0001431464446976,0.0002537770115158,2.5090516715486504e-09,,1827.2746307459681,0.999793008021104,0.9538912701807902,0.9999842820101632,1.0000000000000002,2.8310687127941492e-14
2004.004975,0.200003674,1047.723607,1407.599898,0.102125582,0.707684215,-10.06066491,-0.394623326,0.000151244,2.8505387882459505e-14,0.934720968485366,0.0608537905782785,0.0038589990847256,9.46225502157191e-05,7.40724610141835e-05,0.0001433422896009,0.0002542020408231,2.5099473673374604e-09,,1824.4353486886666,0.9997864245484368,0.9524600405357386,0.9999837690886417,0.9999999999999999,2.853273173286652e-14
2002.126356,0.200002409,1046.213509,1407.598494,0.102122177,0.707671746,-10.0607417,-0.394700114,0.000152724,2.8538078336380605e-14,0.934711578575911,0.0608585726762416,0.0038627841653599,9.47412837319443e-05,7.41800649215929e-05,0.0001435303353487,0.0002546103876482,2.5108079912666702e-09,,1821.7174750764373,0.9997801010154648,0.9510872471838628,0.9999827716623038,0.9999999999999996,2.8976820942716586e-14
2000.247738,0.200001142,1044.704689,1407.598507,0.102118772,0.70765921,-10.0608185,-0.394776914,0.000154202,2.8570830020385006e-14,0.934702176394484,0.060863355619748,0.0038665764216313,9.48602505866155e-05,7.42885835113448e-05,0.0001437194180131,0.0002550208003283,2.51166898642583e-09,,1818.9912492248448,0.9997737674848123,0.949715615630694,0.9999827808977326,1.0000000000000002,2.8310687127941492e-14
1998.369119,0.199999875,1043.197147,1407.597809,0.102115365,0.7076467,-10.06089535,-0.394853759,0.00015568,2.86036411815589e-14,0.934692763435382,0.0608681415563656,0.0038703760067843,9.49794556668479e-05,7.43969842275636e-05,0.0001439085293848,0.0002554315196298,2.5125307496855502e-09,,1816.2728014946854,0.9997674339541597,0.9483451458762321,0.9999822850262342,1.0000000000000002,2.842170943040401e-14
1996.4905,0.199998607,1041.690881,1407.597109,0.102111957,0.707634184,-10.06097222,-0.394930634,0.000157156,2.86365127428241e-14,0.934683339817042,0.0608729296919973,0.0038741823259739,9.50988980745418e-05,7.45056118318144e-05,0.0001440980071889,0.0002558431344699,2.5133931321337403e-09,,1813.5567581308978,0.9997610954246668,0.9469758361023256,0.9999817877339003,1.0000000000000002,2.8310687127941492e-14
1994.611882,0.199997338,1040.185892,1407.596409,0.102108547,0.707621663,-10.06104913,-0.395007543,0.00015863,2.86694447933843e-14,0.934673905443919,0.0608777201078995,0.003877995387738,9.52185786037538e-05,7.46144671838493e-05,0.0001442878522496,0.0002562556481215,2.5142561472009e-09,,1810.8431146408232,0.9997547518963337,0.9456076872180503,0.9999812904415665,1.0,2.864375403532904e-14
1992.808408,0.199996119,1038.742301,1407.595079,0.102105271,0.70760966,-10.06112303,-0.395081443,0.000160045,2.87011141670454e-14,0.934664836946226,0.0608823235746227,0.0038816622872947,9.5333700640106e-05,7.47188670066359e-05,0.0001444701319146,0.000256651977181,2.51508566408197e-09,,1808.245144459378,0.9997486583100152,0.9442953537617927,0.9999803455861322,1.0000000000000002,2.842170943040401e-14
1991.004934,0.1999949,1037.299887,1407.595059,0.102101997,0.707597607,-10.06119688,-0.395155297,0.000161459,2.87328446558221e-14,0.934655761349054,0.0608869239626278,0.0038853354367573,9.54490350024237e-05,7.48241099322902e-05,0.0001446533883964,0.0002570502022861,2.5159148879901702e-09,,1805.6396456552247,0.9997425647236968,0.9429840902875992,0.9999803313777799,1.0,2.864375403532904e-14
1989.20146,0.19999368,1035.858645,1407.594382,0.10209872,0.707585571,-10.06127081,-0.395229219,0.000162871,2.8764628816111e-14,0.934646674342463,0.0608915290486144,0.003889014849674,9.55645948318799e-05,7.492924849852e-05,0.0001448366678523,0.0002574487312914,2.5167451347034e-09,,1803.0412232503652,0.9997364661385382,0.9416738922500917,0.9999798504250513,0.9999999999999992,2.9531932455029164e-14
1987.397986,0.199992459,1034.418576,1407.593704,0.102095441,0.707573531,-10.06134476,-0.395303172,0.000164282,2.8796469365474e-14,0.934637577367873,0.0608961362074156,0.0038927005440761,9.56803765056888e-05,7.50345992267831e-05,0.0001450202895513,0.0002578480977471,2.51757596046657e-09,,1800.445008163066,0.9997303625545392,0.9403647605583456,0.999979368761905,1.0000000000000002,2.853273173286652e-14
1985.594512,0.199991237,1032.979679,1407.593024,0.102092161,0.707561485,-10.06141874,-0.395377154,0.000165692,2.88283664018394e-14,0.934628470349099,0.0609007454938135,0.0038963925363713,9.57963807135328e-05,7.51401628421414e-05,0.0001452042542756,0.0002582483044481,2.51840737444464e-09,,1797.8509971024725,0.9997242539716997,0.9390566943032853,0.9999788856779237,0.9999999999999994,2.942091015256665e-14
1983.863177,0.199990064,1031.59944,1407.591764,0.102089012,0.707549944,-10.06148979,-0.395448208,0.000167045,2.8859040773546205e-14,0.934619719095491,0.0609051725450688,0.0038999428052905,9.59079551773351e-05,7.52414047106211e-05,0.000145380893785,0.0002586327812415,2.5192061201497504e-09,,1795.367368561897,0.9997183903320348,0.9378019526089053,0.9999779905517228,0.9999999999999997,2.919886554764162e-14
1982.131842,0.19998889,1030.220278,1407.591715,0.102085861,0.707538344,-10.06156087,-0.395519283,0.000168396,2.88897678496207e-14,0.934610956867737,0.060909601059562,0.0039034988793532,9.60197344951246e-05,7.53434433268057e-05,0.0001455584321226,0.0002590190633687,2.5200053013944404e-09,,1792.876677235703,0.9997125216935296,0.9365481899890226,0.9999779557412595,0.9999999999999996,2.930988785010413e-14
1980.400507,0.199987715,1028.842194,1407.591058,0.102082709,0.707526767,-10.06163198,-0.395590389,0.000169747,2.89205472901008e-14,0.934602186239382,0.0609140317095159,0.0039070608184172,9.6131721105265e-05,7.54453797823829e-05,0.0001457359987767,0.0002594056121869,2.52080506650393e-09,,1790.3925620800112,0.9997066480561841,0.9352954073527127,0.9999774889968832,1.0000000000000002,2.864375403532904e-14
