P_bars,H2OT_m_wtpc,CO2T_m_ppmw,ST_m_ppmw,Fe3Fet_m,S6St_m,logfO2,dFMQ,vapor_wt,O2_v_mf,CO2_v_mf,CO_v_mf,H2O_v_mf,H2_v_mf,S2_v_mf,SO2_v_mf,H2S_v_mf,CH4_v_mf,OCS_v_mf,CS_v_mf,H2OT_m_wtpc_norm,CO2T_m_ppmw_norm,ST_m_ppmw_norm,SUM_v_mf,XO2_BYDIFF_v_mf
6546.17422966,2.11,11520.0,4689.999999999998,0.26027851072043684,0.9866193017157531,-6.65854324775864,,1e-08,1.0870111777437647e-11,0.9422932986173544,0.0081820632960241,0.0483148343624056,8.834008399055183e-05,1.1152811148435805e-06,0.001101862625799,1.8485550145080624e-05,1.7229616636826366e-10,0.0,846.6892608637199,1.0,1.0,1.0,0.9999999999999998,1.087030465640737e-11
6546.0,2.109999427440843,11519.725463249622,4689.9997637239585,0.260279957631826,0.9866200953863131,-6.65854283894965,,2.899012439047259e-07,1.087041133103476e-11,0.9422920830542096,0.0081820488901671,0.0483160973102937,8.834235161779605e-05,1.115179432296646e-06,0.0011018280951794,1.848493593400505e-05,1.7229545563112455e-10,0.0,846.7148268854902,0.9999997286449493,0.999976168684863,0.9999999496213134,0.9999999999999998,1.0870637723314758e-11
6446.0,2.1091726198561203,11138.122911501756,4689.668141873488,0.26033253097649645,0.9866488998951544,-6.667266421031228,,0.000389669750768726,1.097744261242724e-11,0.9411271788063266,0.008202711776079,0.049447939398128,9.155559728659124e-05,1.1222833823443529e-06,0.0011102957452122,1.9196204204188895e-05,1.7840353575676338e-10,0.0,838.8258902913375,0.9996078767090618,0.9668509471789719,0.9999292413376311,0.9999999999999998,1.0977663222888623e-11
6346.0,2.10833661800391,10766.715894429768,4689.339079093095,0.2603794030173749,0.9866745259506673,-6.676067260936594,,0.000769053592623511,1.1086356566908944e-11,0.939926151434982,0.0082239228711005,0.0506149323239628,9.491614847598527e-05,1.130070811620972e-06,0.0011190028660921,1.994408869843789e-05,1.8478999312690277e-10,0.0,830.8308609983366,0.9992116673004312,0.9346107547248063,0.9998590786978885,0.9999999999999999,1.108657610160435e-11
6246.0,2.107480497696498,10404.893390396339,4689.011942824158,0.26042523632905984,0.986699534303032,-6.6848916953539925,,0.0011390709729476641,1.1198952147332987e-11,0.9386876971747572,0.0082450773040214,0.0518189279015419,9.842725991107202e-05,1.1383018908655028e-06,0.0011280042211141,2.072763414706207e-05,1.9141739956098578e-10,0.0,822.6983626667751,0.998805923078909,0.9032025512496822,0.999789326828179,0.9999999999999999,1.1199041693998879e-11
6146.0,2.1066032218278368,10052.4366265594,4688.686424642798,0.2604700453455084,0.986723936250554,-6.693739554134499,,0.0014999511052201562,1.1315427960298528e-11,0.9374101748253828,0.0082661605196467,0.0530615566308965,0.000102097187053,1.1469958775989046e-06,0.0011373147523181,2.154887921507639e-05,1.9829466175187144e-10,0.0,814.4254635001136,0.9983901525250412,0.8726073460555035,0.9997199199664818,1.0,1.1315393066979595e-11
6046.0,2.1057036849404835,9709.131395467628,4688.36220459936,0.2605138437092756,0.9867477425135435,-6.702610676400068,,0.001851919342047463,1.1435995741459876e-11,0.9360918446148077,0.0082871571238499,0.0543445467434309,0.0001059347423669,1.156173507318957e-06,0.001146950381831,2.241000333920093e-05,2.0543096512909515e-10,0.0,806.0092003533173,0.9979638317253477,0.8428065447454538,0.9996507898932541,0.9999999999999998,1.1436185332058812e-11
5946.0,2.1047807078189193,9374.767964373279,4688.038949923665,0.26055664420040175,0.986770963204216,-6.711504911352074,,0.00219519732517653,1.1560881474428267e-11,0.9347308605054157,0.0083080508174571,0.0556697318218245,0.0001099493413365,1.1658571224855892e-06,0.0011569280939485,2.3313338498540076e-05,2.1283577554459228e-10,0.0,797.4465800899105,0.9975264018099145,0.8137819413518471,0.9995818656553661,1.0,1.156097440002668e-11
5846.0,2.1038330313326004,9049.140986271052,4687.7163136607105,0.26059845870915666,0.9867936078203305,-6.720422118575412,,0.002530003140065966,1.1690326641599407e-11,0.93332526176972,0.0083288243180393,0.0570390591485786,0.0001141510529659,1.176070812323656e-06,0.001167266025561,2.426138211348e-05,2.2051883915259542e-10,0.0,788.7345811904397,0.9970772660344078,0.7855157106138065,0.9995130732752052,0.9999999999999997,1.1690537427000436e-11
5746.0,2.102859309473178,8732.049412563023,4687.393933099038,0.26063929820162446,0.9868156852347029,-6.729362168425172,,0.002856551475887878,1.1824589606704456e-11,0.9318729637445232,0.0083494592742306,0.0584545988677686,0.0001185506553622,1.1868405682796414e-06,0.001177983565983,2.5256811249226965e-05,2.2849018071291632e-10,0.0,779.8701555615394,0.9966157864801791,0.7579904003960958,0.9994443354155735,0.9999999999999998,1.1824763390677617e-11
